Summeringsnivå 1;Summeringsnivå 2;Summeringsnivå 3;Arbetsplatskod;Arbetsplatsens namn
HSN 24 Södra;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350801;Tandläkare Anna-Lena Palm
HSN 24 Södra;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350802;Tandhygienist Marianne Andersson
HSN 24 Södra;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350803;Tandläkare Bengt Carlsson
HSN 24 Södra;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350804;Tandhygienist Rijana Mahmutovic
HSN 24 Södra;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350805;Tandläkare Karin Ahnbrink
HSN 24 Södra;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350806;Tandläkare Bo Ahnbrink
HSN 24 Södra;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350807;Tandhygienist Gunilla Andersson
HSN 24 Södra;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350808;Tandläkare Monica Adler
HSN 24 Södra;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350809;Thea Tandhälsa
HSN 24 Södra;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350810;Christer Davidsson
HSN 24 Södra;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350811;Grethe Jonasson
HSN 24 Södra;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350812;Von Ahnska Tandkliniken
HSN 24 Södra;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350813;Access Dental AB
HSN 24 Södra;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350814;Kinna Tandvård
HSN 24 Södra;Privata tandläkare/tandhygieni;Privata tandläkare/tandhygieni;1403350815;Kungsfors Tandvård AB
HSN 24 Södra;Privata tandläkare/tandhygieni;Tandläkare, tandhygienister;14033506;Nämndomr 6,Tandläkare/tandhygienist
HSN 24 Södra;Privata tandläkare/tandhygieni;Tandläkare, tandhygienister;1403350601;Nämndomr 6, Tandläkare/tandhygienis
HSN 24 Södra;Privata tandläkare/tandhygieni;Tandläkare, tandhygienister;1403350602;Sharareh Aminvakili / Privat tandvå
HSN 24 Södra;Privata tandläkare/tandhygieni;Tandläkare, tandhygienister;1403350606;Tandläkare Solveig Areschoug
HSN 24 Södra;Privata tandläkare/tandhygieni;Tandläkare, tandhygienister;1403350612;Tadayons Tandklinik
HSN 24 Södra;Privata tandläkare/tandhygieni;Tandläkare, tandhygienister;1403350613;Christer Ström
HSN 24 Södra;Privata tandläkare/tandhygieni;Tandläkare, tandhygienister;1403350614;Herrljunga Tandvård
HSN 24 Södra;Privata tandläkare/tandhygieni;Tandläkare, tandhygienister;1403350816;Aurora Samu-Szucs
HSN 24 Södra;Taxeläkare, allmänmed;Allmänmedicin;14158419100;Privata läkare
HSN 24 Södra;Taxeläkare, allmänmed;Allmänmedicin;14158419101;PL Allmänmedicin
HSN 24 Södra;Taxeläkare, allmänmed;Allmänmedicin;147060154014;Profytema Hälso och sjukvård AB
HSN 24 Södra;Taxeläkare, allmänmed;Allmänmedicin;147060154017;Nämnd 6/ Privata läkare/allmänmedic
HSN 24 Södra;Taxeläkare, allmänmed;Allmänmedicin;147080144016;Eddy Noresson
HSN 24 Södra;Taxeläkare, allmänmed;Allmänmedicin;147080144017;Freddy Malmberg
HSN 24 Södra;Taxeläkare, allmänmed;Allmänmedicin;147080144800;Hultafors hälsocenter
HSN 24 Södra;Taxeläkare, allmänmed;Allmänmedicin;147080150001;Galateakliniken
HSN 24 Södra;Taxeläkare, allmänmed;Allmänmedicin;147080154009;Nämnd 8/ Privata läkare/allmänmedic
HSN 24 Södra;Taxeläkare, allmänmed;Allmänmedicin;147080154011;Weine Eriksson, Hälsovården
HSN 24 Södra;Taxeläkare, allmänmed;Allmänmedicin;147080154012;Karl Gumaelius, Kindshälsan
HSN 24 Södra;Taxeläkare, allmänmed;Allmänmedicin;147080154015;Abdul Karim, Mahmood
HSN 24 Södra;Taxeläkare, allmänmed;Allmänmedicin;147080154018;Bengt Petersson
HSN 24 Södra;Taxeläkare, allmänmed;Allmänmedicin;147080154019;Sahlsten, Lars-Erik
HSN 24 Södra;Taxeläkare, allmänmed;Allmänmedicin;147080154021;TN Utbildning, Hälso- _ Sjukvård AB
HSN 24 Södra;Taxeläkare, allmänmed;Allmänmedicin;147080154027;Johnnie Hurtig
HSN 24 Södra;Taxeläkare, allmänmed;Allmänmedicin;147080154032;P O Lundgren
HSN 24 Södra;Taxeläkare, allmänmed;Allmänmedicin;147080154033;Cecilia Strandqvist
HSN 24 Södra;Taxeläkare, allmänmed;Allmänmedicin;147080154034;Memira
HSN 24 Södra;Taxeläkare, allmänmed;Allmänmedicin;147080154035;Rikard Lövström
HSN 24 Södra;Taxeläkare, allmänmed;Allmänmedicin;147080154036;Allmänläkarmottagning Odeta Bahrim
HSN 24 Södra;Taxeläkare, allmänmed;Allmänmedicin;147080154037;Marianne Löfkvist Läkarmottagning
HSN 24 Södra;Taxeläkare, allmänmed;Allmänmedicin;147080154038;Parisa Asadi AB
HSN 24 Södra;Taxeläkare, övriga spec;Barnmedicin;14158419120;PL Barn- och ungdomsmedicin
HSN 24 Södra;Taxeläkare, övriga spec;Gynekologi;14158419143;PL Obstetrik och gynekologi
HSN 24 Södra;Taxeläkare, övriga spec;Gynekologi;147080754022;Janos Amosy
HSN 24 Södra;Taxeläkare, övriga spec;Hud;14158419121;PL Hud- och könssjukdomar
HSN 24 Södra;Taxeläkare, övriga spec;Hud;147080454028;Hudläkarmottagningen Telegrafen Len
HSN 24 Södra;Taxeläkare, övriga spec;Hud;147080454029;Hudläkarmottagningen Telegrafen Gun
HSN 24 Södra;Taxeläkare, övriga spec;Invärtesmedicin;1415841911;PL Internmedicin/Infektion
HSN 24 Södra;Taxeläkare, övriga spec;Invärtesmedicin;14158419110;PL Internmedicin/Infektion
HSN 24 Södra;Taxeläkare, övriga spec;Invärtesmedicin;147060554026;Nämnd 6/ Privata läkare/invärtes me
HSN 24 Södra;Taxeläkare, övriga spec;Invärtesmedicin;147080554023;J A Axelsson, Artemedax
HSN 24 Södra;Taxeläkare, övriga spec;Invärtesmedicin;147080554024;Nämnd 8/ Privata läkare/invärtes me
HSN 24 Södra;Taxeläkare, övriga spec;Invärtesmedicin;147080554025;Christian Rosqvist
HSN 24 Södra;Taxeläkare, övriga spec;Invärtesmedicin;147080554970;Thomas Johansson
HSN 24 Södra;Taxeläkare, övriga spec;Kirurgi;14158419130;PL Kirurgi
HSN 24 Södra;Taxeläkare, övriga spec;Kirurgi;14705062076;Maria Berner
HSN 24 Södra;Taxeläkare, övriga spec;Ortopedi;14158419131;PL Ortopedi
HSN 24 Södra;Taxeläkare, övriga spec;Ortopedi;147081154031;Björn Pettersson
HSN 24 Södra;Taxeläkare, övriga spec;Ortopedi;147081154032;Sverrir Hilmarsson
HSN 24 Södra;Taxeläkare, övriga spec;Ögon;14158419151;PL Ögonsjukdomar
HSN 24 Södra;Taxeläkare, övriga spec;Öron- näs och hals;14158419152;PL Öron-, näs- och halssjukdomar
HSN 24 Södra;Övriga privata vårdgivare;Barnmorska;14031406;Nämndomr 6, Barnmorska, privat
HSN 24 Södra;Övriga privata vårdgivare;Barnmorska;14031408;Nämndomr 8, Barnmorska, privat
HSN 24 Södra;Övriga privata vårdgivare;Barnmorska;1403140801;Camilla Midborn Munthe
HSN 24 Södra;Övriga privata vårdgivare;Barnmorska;1403140802;Margaretas Hälso och krisstöd i vg
HSN 24 Södra;Övriga privata vårdgivare;Helprivata läkare;14389106;Nämndomr 6, helprivat läkare(inkoms
HSN 24 Södra;Övriga privata vårdgivare;Helprivata läkare;1438910601;Höglunda psykiatri AB
HSN 24 Södra;Övriga privata vårdgivare;Helprivata läkare;1438910604;Capio Anorexicenter Alingsås
HSN 24 Södra;Övriga privata vårdgivare;Helprivata läkare;1438910605;Mellbygård vård och gruppboende AB
HSN 24 Södra;Övriga privata vårdgivare;Helprivata läkare;1438910607;Elisabeth Troye
HSN 24 Södra;Övriga privata vårdgivare;Helprivata läkare;1438910613;Elisabeth Lundén, Psykatri _ psykot
HSN 24 Södra;Övriga privata vårdgivare;Helprivata läkare;1438910614;Dr. Tomas Hälsoteam
HSN 24 Södra;Övriga privata vårdgivare;Helprivata läkare;1438910615;Alingsås Rygg _ Idrottsklinik AB
HSN 24 Södra;Övriga privata vårdgivare;Helprivata läkare;14389108;Nämndomr 8, helprivat läkare(inkoms
HSN 24 Södra;Övriga privata vårdgivare;Helprivata läkare;1438910801;Tonie Johansson
HSN 24 Södra;Övriga privata vårdgivare;Helprivata läkare;1438910802;Bo Hedqvist
HSN 24 Södra;Övriga privata vårdgivare;Helprivata läkare;1438910803;Björn Zackrisson
HSN 24 Södra;Övriga privata vårdgivare;Helprivata läkare;1438910804;Heidi Stensmyren
HSN 24 Södra;Övriga privata vårdgivare;Helprivata läkare;1438910805;Ulf Henrik Mellqvist
HSN 24 Södra;Övriga privata vårdgivare;Helprivata läkare;1438910806;Mikael Sylmé
HSN 24 Södra;Övriga privata vårdgivare;Helprivata läkare;1438910807;Björn Munthe
HSN 24 Södra;Övriga privata vårdgivare;Helprivata läkare;1438910808;Hamid Hassany
HSN 24 Södra;Övriga privata vårdgivare;Helprivata läkare;1438910809;Ladulaas kliniska studier
HSN 24 Södra;Övriga privata vårdgivare;Helprivata läkare;1438910810;Carl-Magnus Stolt
HSN 24 Södra;Övriga privata vårdgivare;Helprivata läkare;1438910811;Pia Håkansson Aldenmalm
HSN 24 Södra;Övriga privata vårdgivare;Helprivata läkare;1438910812;Bengt Johnson
HSN 24 Södra;Övriga privata vårdgivare;Helprivata läkare;1438910813;Jan Palmquist
HSN 24 Södra;Övriga privata vårdgivare;Helprivata läkare;1438910814;John Bauergymnasiet.i Borås
HSN 24 Södra;Övriga privata vårdgivare;Helprivata läkare;1438910815;ProOcula AB / Anna Toftgård (Oculla
HSN 24 Södra;Övriga privata vårdgivare;Helprivata läkare;1438910816;Tommy Andersson
HSN 24 Södra;Övriga privata vårdgivare;Helprivata läkare;1438910817;Dr A Büki Konsult AB
HSN 24 Södra;Övriga privata vårdgivare;Helprivata läkare;1438910818;Klilnik Villastan
HSN 24 Södra;Övriga privata vårdgivare;Helprivata läkare;14389306;Nämndomr 6, privat läkare
HSN 24 Södra;Övriga privata vårdgivare;Helprivata läkare;1438930601;Öijared Clinic, Pikenborg förvaltni
HSN 24 Södra;Övriga privata vårdgivare;Helprivata läkare;1438930602;Joanna Gewertz
HSN 24 Södra;Övriga privata vårdgivare;Helprivata läkare;1438930603;Bräcke Diakoni - Vårdcentralen OMI-
HSN 24 Södra;Övriga privata vårdgivare;Helprivata läkare;14389308;Nämndomr 8, privat läkare
HSN 24 Södra;Övriga privata vårdgivare;Helprivata läkare;14389324;Fritidsförskrivare Södra HSN
HSN 24 Södra;Övriga privata vårdgivare;Helprivata läkare;14722012547;Dr. Tomas Hälsoteam
HSN 24 Södra;Övriga privata vårdgivare;Läkare, fritidsförskrivning;1438920833;Mats Elm
HSN 24 Södra;Övriga privata vårdgivare;Läkare, fritidsförskrivning;14389406;Nämndomr 6, Förskrivare VGR
HSN 24 Södra;Övriga privata vårdgivare;Läkare, fritidsförskrivning;14389408;Nämndomr 8, Förskrivare VGR
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920607;Ingegerd Emrén
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;14389208;Nämndomr 8, pensionerad läkare
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920801;Eivind Wold
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920802;Roland Jansson
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920803;Anita Jansson
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920804;Björn Gillbrand
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920805;Sture Djerf
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920806;Lars Löfgren
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920807;Jan Leffler
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920808;Dragana Toredeskov
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920809;Gunnar Hellsten
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920810;Bertil Hagström
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920811;Adolf Tham
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920812;Vagn Nielsen
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920813;Margareta Gillbrand
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920815;Warwick Lillas
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920816;Elisabet Svensson
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920817;Arya Emami
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920818;Pawel Paszkowski
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920819;Daniel Pollack
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920820;Lorentz Rövig
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920821;Conny Nilsson
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920822;Arne Wallgren
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920823;Sven Åke Forsberg
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920824;Björn Remdahl
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920825;Thomas A Nilsson
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920826;Claes G Henning
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920827;Ingmar Fagerlund
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920828;Georg Mertin
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920829;Annika Hagman
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920830;Claes Hagman
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920831;Björn Pettersson
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920832;Karin Nivhede
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920834;Nils Wigren
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920835;Monica Widell
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920836;Nele Sigurs
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920837;Lars Björkman
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920838;Sven-Olof Krafft
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920839;Håkan Widell
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920840;Gunnar Karlsson
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920841;Lars Göran Friberg
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920842;Bo Selmarker
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920843;Eddy Noresson
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;1438920844;Per Widén
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare;14389224;Pensionerade läkare Södra HSN
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare/tandläkare;1438910819;Kathrin Bittkau
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare/tandläkare;14389206;Nämndomr 6, pensionerad läkare
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare/tandläkare;1438920601;Berndt Andersson
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare/tandläkare;1438920609;Anders Linderoth
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare/tandläkare;1438920613;Weine Eriksson
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare/tandläkare;1438920626;Ilse Wallin
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare/tandläkare;1438920627;Bo Fråst
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare/tandläkare;1438920628;Rune Stenborg
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare/tandläkare;1438920633;Magnus Wretborn
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare/tandläkare;1438920634;Maria Hylander Rökaeus
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare/tandläkare;1438920814;Endre Kovacs
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare/tandläkare;1438920930;Pensionerad läkare, Wennberg
HSN 24 Södra;Övriga privata vårdgivare;Pensionerade läkare/tandläkare;1438920931;Pensionerad läkare, R Svensson
HSN 24 Södra;Övriga privata vårdgivare;Övriga vårdgivare/okänd;14159000001;Stödkod, S Älvsborg, Privat läkare
HSN 24 Södra;Övriga privata vårdgivare;Övriga vårdgivare/okänd;14159000009;Stödkod, S Älvsborg, övrigt
HSN 24 Södra;Övriga privata vårdgivare;Övriga vårdgivare/okänd;1415900001;Stödkod, S Älvsborg, Privat läkare
HSN 25 Östra;Avtal, allmänläk;Allmänmedicin;14011901101;Privata, Skaraborg
HSN 25 Östra;Avtal, allmänläk;Allmänmedicin;1411470901;Privata, Skaraborg
HSN 25 Östra;Avtal, allmänläk;Allmänmedicin;14167274;Privata, Skaraborg
HSN 25 Östra;Avtal, allmänläk;Allmänmedicin;1438911012;HC Kliniken
HSN 25 Östra;Avtal, allmänläk;Allmänmedicin;1470901;Västra Skaraborg, Privat vårdavtal/
HSN 25 Östra;Avtal, allmänläk;Allmänmedicin;14709015014;Centralhälsan, Hoheisel
HSN 25 Östra;Avtal, allmänläk;Allmänmedicin;14709015015;Isakssons läkarmottagning
HSN 25 Östra;Avtal, allmänläk;Allmänmedicin;14709015019;Läkarmottagn Perkovic
HSN 25 Östra;Avtal, allmänläk;Allmänmedicin;14709015020;Vårdcentralen, Grästorp
HSN 25 Östra;Avtal, allmänläk;Allmänmedicin;14709015035;Isakssons läkarmottagning
HSN 25 Östra;Avtal, allmänläk;Allmänmedicin;14709015036;Isakssons läkarmottagning
HSN 25 Östra;Avtal, allmänläk;Allmänmedicin;14709015037;Läkarmottagn Rosén
HSN 25 Östra;Avtal, allmänläk;Allmänmedicin;14709015040;Grästorps Nya Vårdcentral
HSN 25 Östra;Avtal, allmänläk;Allmänmedicin;14709055047;Specialistläkarmottagningen
HSN 25 Östra;Avtal, allmänläk;Allmänmedicin;1471001;Östra Skaraborg, Privat vårdavtal/a
HSN 25 Östra;Avtal, allmänläk;Allmänmedicin;14710015010;Hälsocentralen Andre Eklund
HSN 25 Östra;Avtal, allmänläk;Allmänmedicin;14710015011;Läkarmottagningen Boström
HSN 25 Östra;Avtal, allmänläk;Allmänmedicin;14710015018;Läkarmottagn Paulsson
HSN 25 Östra;Avtal, allmänläk;Allmänmedicin;14710015021;GG Medical
HSN 25 Östra;Avtal, allmänläk;Allmänmedicin;14710015041;Vadsboklinikerna - Mariestad
HSN 25 Östra;Avtal, allmänläk;Allmänmedicin;14710015046;Amurliden
HSN 25 Östra;Avtal, allmänläk;Allmänmedicin;14710015048;Vadsboklinikerna - Timmersdala
HSN 25 Östra;Avtal, allmänläk;Allmänmedicin;14710015803;Volvo Powertrain Corp
HSN 25 Östra;Avtal, allmänläk;Allmänmedicin;14710085811;Röda Korsets Behandlingscenter för
HSN 25 Östra;Avtal, allmänläk;Allmänmedicin;14710125045;Anna Schelander
HSN 25 Östra;Avtal, specialist läk;Anestesi och intensivvård;1438910902;Santa Monica kliniken
HSN 25 Östra;Avtal, specialist läk;Anestesi och intensivvård;1471002;Östra Skaraborg, Privat vårdavtal/A
HSN 25 Östra;Avtal, specialist läk;Anestesi och intensivvård;14710025022;Hjo rygg- och smärtklinik
HSN 25 Östra;Avtal, specialist läk;Barnmedicin;1470903;Västra Skaraborg, Privat vårdavtal/
HSN 25 Östra;Avtal, specialist läk;Barnmedicin;14709035023;Läkarmottagningen, Thomasson
HSN 25 Östra;Avtal, specialist läk;Gynekologi;1470907;Västra Skaraborg, Privat vårdavtal/
HSN 25 Östra;Avtal, specialist läk;Gynekologi;14709075025;Bengt Gyland
HSN 25 Östra;Avtal, specialist läk;Gynekologi;14709075026;Läkarmottagningen, von Hamos
HSN 25 Östra;Avtal, specialist läk;Gynekologi;1471007;Östra Skaraborg, Privat vårdavtal,
